DateTime,open,high,low,close,volume
2024-01-02T00:00:00+05:30, 537, 537, 518.5, 530.9, 2655551
2024-01-03T00:00:00+05:30, 538.45, 549, 528.15, 536.1, 13711402
2024-01-04T00:00:00+05:30, 538.35, 554.55, 536.75, 549.45, 6112049
2024-01-05T00:00:00+05:30, 550, 557.9, 538.4, 542.35, 5130749
2024-01-08T00:00:00+05:30, 544.25, 544.25, 526.9, 530.2, 3333769
2024-01-09T00:00:00+05:30, 535.85, 538.8, 523.25, 525.2, 2741683
2024-01-10T00:00:00+05:30, 528.7, 528.7, 518.25, 526.15, 1792977
2024-01-11T00:00:00+05:30, 529.15, 541.95, 525.4, 538.25, 2505937
2024-01-12T00:00:00+05:30, 543, 544.75, 531.1, 532.4, 2315342
2024-01-15T00:00:00+05:30, 537, 537.2, 526.5, 531.45, 1838608
2024-01-16T00:00:00+05:30, 533.8, 534.95, 525, 528.7, 2732941
2024-01-17T00:00:00+05:30, 528, 539.35, 518.25, 520.55, 6229815
2024-01-18T00:00:00+05:30, 522.65, 526.95, 509, 524.15, 2084710
2024-01-19T00:00:00+05:30, 526.85, 538, 525.25, 537.1, 2661086
2024-01-20T00:00:00+05:30, 538, 546, 532.1, 540.75, 2579032
2024-01-23T00:00:00+05:30, 543.8, 543.8, 517.05, 525.05, 2682760
2024-01-24T00:00:00+05:30, 525.05, 531, 514.5, 527.45, 3893697
2024-01-25T00:00:00+05:30, 530, 566, 526.35, 560.15, 8019238
2024-01-29T00:00:00+05:30, 570.9, 578.9, 562.8, 574.1, 7828638
2024-01-30T00:00:00+05:30, 574.2, 583.95, 568.05, 570.85, 4572466
2024-01-31T00:00:00+05:30, 573.4, 586.45, 547, 560.3, 13741694
2024-02-02T00:00:00+05:30, 570.65, 572.25, 554.55, 557.4, 3263916
2024-02-05T00:00:00+05:30, 560, 563.15, 551, 555, 2366641
2024-02-06T00:00:00+05:30, 558.95, 568, 549.95, 566.6, 2969565
2024-02-07T00:00:00+05:30, 570, 575.95, 564.3, 568.2, 2248160
2024-02-08T00:00:00+05:30, 570, 571.25, 559.65, 563.35, 2089376
2024-02-09T00:00:00+05:30, 564.7, 582.25, 552.55, 576.2, 6956624
2024-02-12T00:00:00+05:30, 582.1, 587.2, 560.25, 563.5, 3475737
2024-02-13T00:00:00+05:30, 566.35, 570, 552.5, 568.25, 2529788
2024-02-14T00:00:00+05:30, 560.15, 573.35, 559.65, 570.9, 2094616
