DateTime,open,high,low,close,volume
2024-01-02T00:00:00+05:30, 1082.05, 1110.8, 1082.05, 1091.95, 3350206
2024-01-03T00:00:00+05:30, 1094, 1100.25, 1077.65, 1091.3, 1736602
2024-01-04T00:00:00+05:30, 1093, 1122, 1090.1, 1118.45, 1766911
2024-01-05T00:00:00+05:30, 1118.5, 1129.35, 1101, 1123.95, 1501322
2024-01-08T00:00:00+05:30, 1133, 1135, 1105.05, 1114.85, 1775295
2024-01-09T00:00:00+05:30, 1128.05, 1130, 1116.65, 1119.6, 1337843
2024-01-10T00:00:00+05:30, 1119.6, 1133.95, 1092, 1123, 2082640
2024-01-11T00:00:00+05:30, 1134, 1134, 1103.3, 1108, 1879540
2024-01-12T00:00:00+05:30, 1113, 1113, 1082.6, 1094.85, 1740303
2024-01-15T00:00:00+05:30, 1100, 1163.6, 1097.35, 1149.65, 3335872
2024-01-16T00:00:00+05:30, 1149.65, 1149.65, 1115.2, 1118.85, 1916355
2024-01-17T00:00:00+05:30, 1114.95, 1118.35, 1083.05, 1088.65, 2555372
2024-01-18T00:00:00+05:30, 1087.5, 1130.9, 1061.4, 1124.8, 3751754
2024-01-19T00:00:00+05:30, 1130, 1155.45, 1115.2, 1148.7, 1860722
2024-01-20T00:00:00+05:30, 1152, 1162.95, 1140.1, 1144.05, 1087358
2024-01-23T00:00:00+05:30, 1159.9, 1166.3, 1126.05, 1133.6, 2687597
2024-01-24T00:00:00+05:30, 1133.6, 1165.45, 1112.65, 1160.1, 3035259
2024-01-25T00:00:00+05:30, 1163.9, 1173.9, 1140.05, 1150.85, 1951555
2024-01-29T00:00:00+05:30, 1151, 1170.3, 1142.05, 1160.85, 2487620
2024-01-30T00:00:00+05:30, 1157, 1177.1, 1144.05, 1156.05, 1317033
2024-01-31T00:00:00+05:30, 1148.15, 1161.7, 1121.15, 1150.4, 6067488
2024-02-02T00:00:00+05:30, 1071.1, 1075, 1050, 1066.75, 4136167
2024-02-05T00:00:00+05:30, 1052, 1074.3, 1009.35, 1018.25, 9198598
2024-02-06T00:00:00+05:30, 1026.5, 1048.9, 1005.25, 1014.4, 3897286
2024-02-07T00:00:00+05:30, 1017.65, 1022.75, 977, 994.25, 6590077
2024-02-08T00:00:00+05:30, 1002.5, 1029.8, 997.6, 1002.6, 3235131
2024-02-09T00:00:00+05:30, 1012.6, 1021, 977, 1003.15, 3018985
2024-02-12T00:00:00+05:30, 1035.9, 1035.9, 1000.05, 1018.65, 7764030
2024-02-13T00:00:00+05:30, 1031.9, 1040, 1018, 1026.4, 3447523
2024-02-14T00:00:00+05:30, 1019.9, 1019.9, 958.5, 996.1, 6714469
2024-02-15T00:00:00+05:30, 998.95, 1024, 996.45, 1017.2, 3729561
2024-02-16T00:00:00+05:30, 1024.45, 1053.7, 1020.6, 1034.2, 4276343
2024-02-19T00:00:00+05:30, 1041.05, 1056.8, 1034.2, 1040.9, 2374532
2024-02-20T00:00:00+05:30, 1040.9, 1055.1, 1025.05, 1052.4, 1754778
2024-02-21T00:00:00+05:30, 1052.1, 1061, 1036.45, 1040.8, 1584527
2024-02-22T00:00:00+05:30, 1053.95, 1053.95, 1035.3, 1047, 893988
2024-02-23T00:00:00+05:30, 1049, 1054.25, 1039.1, 1043.8, 1093551
2024-02-26T00:00:00+05:30, 1043.8, 1049, 1019, 1041.9, 3005755
2024-02-27T00:00:00+05:30, 1037, 1053, 1033.6, 1045.6, 912097
2024-02-28T00:00:00+05:30, 1049.6, 1050.55, 1022.2, 1028.55, 1300541
2024-02-29T00:00:00+05:30, 1028.55, 1032.55, 1014.75, 1028.1, 1882782
2024-03-02T00:00:00+05:30, 1041.4, 1077.7, 1037.15, 1076.95, 665407
2024-03-04T00:00:00+05:30, 1080, 1114, 1072, 1090.9, 3893794
2024-03-05T00:00:00+05:30, 1086.1, 1098.7, 1069.3, 1083.85, 2278824
2024-03-06T00:00:00+05:30, 1081.25, 1081.8, 1038.1, 1060.2, 1717312
2024-03-07T00:00:00+05:30, 1060, 1073.65, 1054.45, 1058.85, 1168234
2024-03-11T00:00:00+05:30, 1072, 1076.9, 1052.15, 1064.7, 2372008
2024-03-12T00:00:00+05:30, 1073.9, 1085, 1037.15, 1044.7, 1492814
2024-03-13T00:00:00+05:30, 1051, 1067.35, 985.05, 1005.6, 2054014
2024-03-14T00:00:00+05:30, 1005, 1022.15, 990.4, 1011.3, 1744256
2024-03-15T00:00:00+05:30, 1010, 1015.8, 984.3, 1001.35, 2084432
2024-03-18T00:00:00+05:30, 989.9, 1025, 989.25, 1017.6, 2266012
2024-03-19T00:00:00+05:30, 1015, 1017, 986.2, 990.4, 1633129
2024-03-20T00:00:00+05:30, 1004, 1022, 994.05, 1017.25, 2058203
2024-03-21T00:00:00+05:30, 1028.3, 1030.8, 1012.25, 1028.25, 1235122
2024-03-22T00:00:00+05:30, 1004, 1036.3, 1004, 1019.85, 1430882
2024-03-26T00:00:00+05:30, 1002, 1059.25, 995.3, 1053.05, 1859790
2024-03-27T00:00:00+05:30, 1050, 1074.9, 1041.6, 1070.35, 1497184
2024-03-28T00:00:00+05:30, 1070.35, 1099.25, 1064.05, 1088.75, 2060466
2024-04-02T00:00:00+05:30, 1114.55, 1115, 1094.05, 1101.45, 1019400
2024-04-03T00:00:00+05:30, 1103, 1150.7, 1103, 1137.65, 2589939
2024-04-04T00:00:00+05:30, 1137.1, 1139.05, 1115.25, 1123.6, 2299460
2024-04-05T00:00:00+05:30, 1123, 1142, 1120.3, 1123.7, 1696633
2024-04-08T00:00:00+05:30, 1129.9, 1129.9, 1104.05, 1120.25, 1961231
2024-04-09T00:00:00+05:30, 1124, 1137.25, 1116.05, 1131.95, 770370
2024-04-10T00:00:00+05:30, 1132, 1134.9, 1105, 1108.65, 1589943
2024-04-12T00:00:00+05:30, 1110.1, 1127.95, 1086, 1088.45, 1216798
2024-04-15T00:00:00+05:30, 1075, 1095.75, 1072.05, 1085.3, 2423299
2024-04-16T00:00:00+05:30, 1075, 1117.2, 1069.3, 1111.1, 1700783
2024-04-18T00:00:00+05:30, 1113.85, 1129, 1095.8, 1114.5, 2027734
2024-04-19T00:00:00+05:30, 1109, 1109, 1079, 1087.05, 1304443
2024-04-22T00:00:00+05:30, 1090.25, 1097.65, 1074.25, 1076.25, 1267744
2024-04-23T00:00:00+05:30, 1085, 1096.45, 1077.05, 1093.25, 1150312
2024-04-24T00:00:00+05:30, 1095.2, 1097, 1080.8, 1084.05, 923839
