DateTime,open,high,low,close,volume
2024-01-02T00:00:00+05:30, 1365.45, 1383.9, 1346.1, 1380.1, 732232
2024-01-03T00:00:00+05:30, 1385, 1421.35, 1381.3, 1397.7, 1332808
2024-01-04T00:00:00+05:30, 1404, 1412.35, 1386.8, 1399.95, 668322
2024-01-05T00:00:00+05:30, 1400, 1416, 1396.4, 1405.5, 488819
2024-01-08T00:00:00+05:30, 1405.45, 1405.45, 1372.25, 1375.6, 485181
2024-01-09T00:00:00+05:30, 1380.05, 1395.7, 1375.6, 1379.65, 454465
2024-01-10T00:00:00+05:30, 1377.1, 1394.05, 1365.4, 1390.7, 1353774
2024-01-11T00:00:00+05:30, 1403, 1472, 1399.2, 1430.1, 3886984
2024-01-12T00:00:00+05:30, 1447.15, 1447.15, 1420.1, 1432.05, 585322
2024-01-15T00:00:00+05:30, 1435, 1447, 1423, 1440.55, 592597
2024-01-16T00:00:00+05:30, 1440.5, 1443, 1425.9, 1430.2, 627295
2024-01-17T00:00:00+05:30, 1427.85, 1444.2, 1413.15, 1431.35, 1089285
2024-01-18T00:00:00+05:30, 1424.55, 1433.95, 1394, 1400.3, 603033
2024-01-19T00:00:00+05:30, 1410, 1419, 1370.65, 1381.95, 651609
2024-01-20T00:00:00+05:30, 1388.45, 1393.9, 1370, 1375.6, 150156
2024-01-23T00:00:00+05:30, 1370.05, 1374.9, 1300.55, 1313.15, 1286175
2024-01-24T00:00:00+05:30, 1299, 1323.15, 1280, 1305.6, 1122451
2024-01-25T00:00:00+05:30, 1311.9, 1311.9, 1283.1, 1290.35, 470783
2024-01-29T00:00:00+05:30, 1290.35, 1322.75, 1289.85, 1317.9, 1195162
2024-01-30T00:00:00+05:30, 1328, 1328, 1290.4, 1295.1, 702512
2024-01-31T00:00:00+05:30, 1296.05, 1302.6, 1287.45, 1294.4, 824629
2024-02-02T00:00:00+05:30, 1325, 1343.75, 1308.2, 1341.3, 1097984
2024-02-05T00:00:00+05:30, 1350, 1357.8, 1334.65, 1339.75, 1659511
2024-02-06T00:00:00+05:30, 1340, 1349.8, 1334.05, 1345, 436681
2024-02-07T00:00:00+05:30, 1350, 1356, 1338.15, 1351.35, 416325
2024-02-08T00:00:00+05:30, 1351.5, 1354.35, 1333.6, 1349.35, 793521
2024-02-09T00:00:00+05:30, 1340, 1354.9, 1326.65, 1346.9, 941809
2024-02-12T00:00:00+05:30, 1345, 1354, 1328.05, 1333.1, 902739
2024-02-13T00:00:00+05:30, 1332.9, 1366.4, 1315.05, 1362.65, 1032576
2024-02-14T00:00:00+05:30, 1362.65, 1388.95, 1354.9, 1380.75, 918064
2024-02-15T00:00:00+05:30, 1387.5, 1391.3, 1376, 1380.65, 250907
2024-02-16T00:00:00+05:30, 1387, 1401, 1378.4, 1399.1, 458522
2024-02-19T00:00:00+05:30, 1401.05, 1422.5, 1392.6, 1410.55, 1412922
2024-02-20T00:00:00+05:30, 1409.35, 1414.4, 1392.05, 1395.2, 542689
2024-02-21T00:00:00+05:30, 1407, 1419.7, 1397.1, 1414.85, 454441
2024-02-22T00:00:00+05:30, 1423.85, 1438, 1415, 1431.95, 1507612
2024-02-23T00:00:00+05:30, 1431, 1438.8, 1422.4, 1429.5, 542609
2024-02-26T00:00:00+05:30, 1424, 1430, 1413.3, 1424.05, 363708
2024-02-27T00:00:00+05:30, 1438.6, 1482, 1433, 1469.15, 2867826
2024-02-28T00:00:00+05:30, 1479, 1550, 1471.2, 1534.35, 6273879
2024-02-29T00:00:00+05:30, 1532.05, 1540.35, 1511, 1531.35, 1253651
2024-03-02T00:00:00+05:30, 1517.6, 1591.35, 1517.6, 1576.45, 359846
2024-03-04T00:00:00+05:30, 1588, 1588, 1532, 1553.95, 1390941
2024-03-05T00:00:00+05:30, 1558, 1558, 1526, 1540.15, 1243789
2024-03-06T00:00:00+05:30, 1570, 1571, 1508, 1517.7, 1660233
2024-03-07T00:00:00+05:30, 1518, 1562.8, 1515.05, 1543.15, 1462696
2024-03-11T00:00:00+05:30, 1543.15, 1561.35, 1533.15, 1542.45, 766416
2024-03-12T00:00:00+05:30, 1537, 1550, 1498.65, 1502, 565010
2024-03-13T00:00:00+05:30, 1508.05, 1544.15, 1464.05, 1474.05, 1611966
2024-03-14T00:00:00+05:30, 1474.05, 1524.7, 1458.05, 1516.95, 848225
2024-03-15T00:00:00+05:30, 1514.85, 1520.3, 1476.05, 1482.3, 1050296
2024-03-18T00:00:00+05:30, 1482.35, 1505.6, 1470.8, 1501.65, 392071
2024-03-19T00:00:00+05:30, 1500, 1500, 1450, 1457.25, 563152
2024-03-20T00:00:00+05:30, 1460, 1465.95, 1435.05, 1461.2, 487253
2024-03-21T00:00:00+05:30, 1467.5, 1491.55, 1465.4, 1485.05, 434617
2024-03-22T00:00:00+05:30, 1485, 1494.7, 1465.05, 1469.25, 416340
2024-03-26T00:00:00+05:30, 1450, 1495.95, 1449, 1487.55, 764041
2024-03-27T00:00:00+05:30, 1488.1, 1505, 1479.4, 1488.4, 973040
2024-03-28T00:00:00+05:30, 1488.4, 1525, 1480.6, 1515, 924279
2024-04-02T00:00:00+05:30, 1520.05, 1558.2, 1516.75, 1544.15, 3136602
2024-04-03T00:00:00+05:30, 1550, 1561.9, 1522, 1550.55, 1132164
2024-04-04T00:00:00+05:30, 1559.9, 1559.95, 1532.6, 1538.75, 797587
2024-04-05T00:00:00+05:30, 1539, 1553, 1532.35, 1550.1, 786786
2024-04-08T00:00:00+05:30, 1563, 1582, 1525.95, 1530.15, 1851259
2024-04-09T00:00:00+05:30, 1534, 1537.2, 1506.9, 1512.7, 1062855
2024-04-10T00:00:00+05:30, 1516, 1520, 1495.5, 1501.3, 1384698
2024-04-12T00:00:00+05:30, 1500.6, 1537.55, 1488.35, 1510.65, 1466807
2024-04-15T00:00:00+05:30, 1490, 1519, 1476, 1501.6, 900584
2024-04-16T00:00:00+05:30, 1497, 1506, 1473.45, 1482, 1521805
2024-04-18T00:00:00+05:30, 1500, 1530, 1485.95, 1493.7, 1182191
2024-04-19T00:00:00+05:30, 1472.25, 1516.2, 1453.95, 1501.7, 628014
2024-04-22T00:00:00+05:30, 1517.05, 1563.6, 1507, 1550.75, 1567505
2024-04-23T00:00:00+05:30, 1553.85, 1561.8, 1540, 1547.95, 966466
