DateTime,open,high,low,close,volume
2024-01-02T00:00:00+05:30, 593, 603.8, 589.05, 594.45, 3406640
2024-01-03T00:00:00+05:30, 595.35, 596.8, 585.3, 586.85, 2435233
2024-01-04T00:00:00+05:30, 587, 589.2, 582.65, 587.65, 3606404
2024-01-05T00:00:00+05:30, 589.3, 590.95, 576.5, 581.25, 2433275
2024-01-08T00:00:00+05:30, 581, 582.8, 560.05, 560.9, 5345743
2024-01-09T00:00:00+05:30, 566, 567.95, 553.25, 558.15, 3590645
2024-01-10T00:00:00+05:30, 561, 561.75, 551.9, 558.6, 2204496
2024-01-11T00:00:00+05:30, 561.95, 566.15, 560.55, 562.25, 1620693
2024-01-12T00:00:00+05:30, 566.1, 568.35, 562.4, 565.1, 1441096
2024-01-15T00:00:00+05:30, 568, 571.65, 564.5, 567.75, 1659661
2024-01-16T00:00:00+05:30, 568, 569.2, 560.5, 564.5, 1653823
2024-01-17T00:00:00+05:30, 561, 562.5, 549.6, 551, 4724845
2024-01-18T00:00:00+05:30, 550, 552, 539.15, 544.2, 3512857
2024-01-19T00:00:00+05:30, 549, 557.2, 542.75, 553.4, 2415540
2024-01-20T00:00:00+05:30, 556.95, 557.4, 551.6, 552.45, 811281
2024-01-23T00:00:00+05:30, 558.45, 558.45, 533.55, 535.1, 2849229
2024-01-24T00:00:00+05:30, 539.9, 547, 535.1, 545.75, 1386191
2024-01-25T00:00:00+05:30, 545.75, 547.6, 536, 537.3, 1723625
2024-01-29T00:00:00+05:30, 542.2, 542.7, 534.4, 539.65, 2162690
2024-01-30T00:00:00+05:30, 541.9, 547.5, 534.4, 535.25, 1912294
2024-01-31T00:00:00+05:30, 538.9, 542.75, 534.1, 537.7, 3570913
2024-02-02T00:00:00+05:30, 533.9, 540.65, 529.25, 533.65, 4224992
2024-02-05T00:00:00+05:30, 524, 525, 470.05, 474, 23096694
2024-02-06T00:00:00+05:30, 476.2, 486, 468.3, 481.85, 6661787
2024-02-07T00:00:00+05:30, 484, 485, 477.25, 477.8, 3069307
2024-02-08T00:00:00+05:30, 480, 481.8, 463.55, 464.85, 5214678
2024-02-09T00:00:00+05:30, 467.9, 467.9, 453.3, 457.95, 5881661
2024-02-12T00:00:00+05:30, 461.8, 465.8, 455.05, 458.4, 4404671
2024-02-13T00:00:00+05:30, 462.05, 479.95, 452.15, 479.1, 7706461
2024-02-14T00:00:00+05:30, 479.2, 482.4, 472.25, 481.4, 3210526
2024-02-15T00:00:00+05:30, 486.9, 490.45, 484.7, 487.35, 3568439
2024-02-16T00:00:00+05:30, 484.05, 494.2, 481.05, 490.9, 3374827
2024-02-19T00:00:00+05:30, 493.7, 500, 491.55, 497.55, 3383768
2024-02-20T00:00:00+05:30, 497.6, 505.45, 495.25, 498.05, 3033673
2024-02-21T00:00:00+05:30, 499, 500.2, 490.95, 492.15, 1697299
2024-02-22T00:00:00+05:30, 493.3, 494.2, 484.05, 492.3, 2881064
2024-02-23T00:00:00+05:30, 494, 496.6, 487.9, 488.7, 1341328
2024-02-26T00:00:00+05:30, 488.6, 493.1, 485.75, 489.15, 2253561
2024-02-27T00:00:00+05:30, 489.9, 491.5, 481.5, 484.6, 2920314
2024-02-28T00:00:00+05:30, 484.2, 486, 474, 475.9, 1572519
2024-02-29T00:00:00+05:30, 472, 475, 466.8, 469.7, 5632071
2024-03-02T00:00:00+05:30, 475.4, 479.25, 472.15, 476.05, 206786
2024-03-04T00:00:00+05:30, 476.05, 480.15, 470, 474.25, 1820722
2024-03-05T00:00:00+05:30, 474, 491.05, 473.5, 474.25, 6182475
2024-03-06T00:00:00+05:30, 476.95, 477.5, 464.5, 473.2, 3213293
2024-03-07T00:00:00+05:30, 475, 485.95, 474.85, 482.3, 5420581
2024-03-11T00:00:00+05:30, 485.1, 488, 475.5, 476.55, 2888338
2024-03-12T00:00:00+05:30, 478.7, 478.95, 472.35, 474.05, 3030937
2024-03-13T00:00:00+05:30, 474.05, 476.8, 450.05, 451.9, 3446385
2024-03-14T00:00:00+05:30, 451.85, 464.2, 447.8, 462.1, 2505609
2024-03-15T00:00:00+05:30, 462.2, 477.5, 459.45, 475.15, 6120565
2024-03-18T00:00:00+05:30, 475, 475, 463, 466.05, 2951978
2024-03-19T00:00:00+05:30, 464, 471.45, 460.25, 461.05, 2538838
2024-03-20T00:00:00+05:30, 461, 464.7, 449.25, 455.45, 3018788
2024-03-21T00:00:00+05:30, 457, 461.95, 452.25, 455.55, 3138092
2024-03-22T00:00:00+05:30, 455.6, 474.35, 455, 470, 7019704
2024-03-26T00:00:00+05:30, 468, 471.1, 464.35, 465.4, 5072326
