DateTime,open,high,low,close,volume
2024-01-02T00:00:00+05:30, 1161.41, 1189.8, 1161.13, 1185.36, 2869280
2024-01-03T00:00:00+05:30, 1185.36, 1194, 1177.64, 1186.38, 1412035
2024-01-04T00:00:00+05:30, 1184.43, 1184.43, 1165, 1168.44, 2048300
2024-01-05T00:00:00+05:30, 1174, 1174.91, 1161.3, 1167.13, 1037255
2024-01-08T00:00:00+05:30, 1176.18, 1176.2, 1146.52, 1152.27, 1205700
2024-01-09T00:00:00+05:30, 1163.8, 1167.73, 1148.82, 1149.96, 1292220
2024-01-10T00:00:00+05:30, 1149.81, 1160, 1138.04, 1158.62, 1273855
2024-01-11T00:00:00+05:30, 1155.6, 1155.6, 1129.02, 1138.49, 2964925
2024-01-12T00:00:00+05:30, 1146.97, 1146.97, 1129.21, 1137.77, 1385710
2024-01-15T00:00:00+05:30, 1147.59, 1159.8, 1140.4, 1156.65, 1665610
2024-01-16T00:00:00+05:30, 1158, 1158, 1141.21, 1151.63, 1142145
2024-01-17T00:00:00+05:30, 1148, 1148, 1125.4, 1129.99, 1778960
2024-01-18T00:00:00+05:30, 1129.49, 1133.66, 1104.13, 1129.99, 1727635
2024-01-19T00:00:00+05:30, 1135.02, 1142.99, 1122.37, 1133.64, 1641460
2024-01-20T00:00:00+05:30, 1139.64, 1140, 1126, 1127.08, 335690
2024-01-23T00:00:00+05:30, 1130.38, 1150.8, 1128.19, 1134.88, 2329945
2024-01-24T00:00:00+05:30, 1141.59, 1183, 1138.6, 1180.42, 5244260
2024-01-25T00:00:00+05:30, 1180.42, 1185, 1164.4, 1171.1, 2677510
2024-01-29T00:00:00+05:30, 1160, 1178.52, 1148.04, 1168.74, 1509570
2024-01-30T00:00:00+05:30, 1179.79, 1189.8, 1166.2, 1168.19, 1576585
2024-01-31T00:00:00+05:30, 1165.01, 1227.5, 1161.41, 1224.23, 7857425
2024-02-02T00:00:00+05:30, 1203.19, 1214.94, 1199.21, 1207.9, 1686230
2024-02-05T00:00:00+05:30, 1207.8, 1227.6, 1198.22, 1218.89, 2126485
2024-02-06T00:00:00+05:30, 1217, 1238, 1216.75, 1233.32, 2587065
2024-02-07T00:00:00+05:30, 1233.2, 1238, 1226.12, 1235.95, 2953275
